,network_source,tweet,date,compound_score,pos_score,neu_score,neg_score
316,BBC News (World),"RT @BBCNews: Sofia Sanchez had two wishes for her birthday - one was to meet Drake, the other was this ❤️️ https://t.co/Vc7NzN0v0H",Wed Aug 29 12:28:53 +0000 2018,0.1531,0.074,0.926,0.0
317,BBC News (World),"One comic fan was so annoyed by the tight costume worn by @Marvel superhero Dust, she redesigned the hijab hero's a… https://t.co/zSmXyLWXAU",Wed Aug 29 11:37:59 +0000 2018,-0.4201,0.087,0.72,0.193
318,BBC News (World),"""I want my son to know he made a change for the better"": 9-year-old Jamel Myles killed himself after homophobic bul… https://t.co/UcdvAMuyaq",Wed Aug 29 11:02:12 +0000 2018,-0.6369,0.052,0.766,0.181
319,BBC News (World),300 endangered olive ridley sea turtles found dead off coast of Mexico https://t.co/Rnbvs8YGwe,Wed Aug 29 10:44:53 +0000 2018,-0.6486,0.0,0.736,0.264
320,CBS News,"Lindsey Graham faults Jeff Sessions for ""zero-tolerance"" policy https://t.co/2Mpa95kVNU https://t.co/yWoAsX1AHz",Thu Aug 30 09:33:04 +0000 2018,-0.4767,0.0,0.744,0.256
321,CBS News,"Kanye West apologizes for saying slavery was ""a choice"" https://t.co/6Q5e7w8pvp https://t.co/J8krNHXDfd",Thu Aug 30 09:24:06 +0000 2018,-0.5106,0.153,0.552,0.294
322,CBS News,Remains found in fish tank at home of missing man in San Francisco https://t.co/OBe6DliEbg https://t.co/5U5T9AXPGw,Thu Aug 30 09:18:03 +0000 2018,-0.296,0.0,0.864,0.136
323,CBS News,Home of banker connected to Paul Manafort burglarized https://t.co/73O5OqkMBB https://t.co/qCaKFWsiKk,Thu Aug 30 09:03:03 +0000 2018,0.0,0.0,1.0,0.0
324,CBS News,Video shows cop-suspect trackside scuffle before train kills man https://t.co/J354wYOOgN https://t.co/BCX0NI3vgz,Thu Aug 30 08:54:05 +0000 2018,-0.5423,0.0,0.741,0.259
325,CBS News,"2 workers die in 6-story fall near Disney World; 3rd hangs on, survives https://t.co/EhpOmhxnGz https://t.co/IFAfSgilFZ",Thu Aug 30 08:48:04 +0000 2018,-0.5994,0.0,0.769,0.231
326,CBS News,"Remembering the violent Chicago summer of 1968, 50 years later https://t.co/cW8MCg3nSV https://t.co/DCCe1NsvJ7",Thu Aug 30 08:33:03 +0000 2018,-0.5994,0.0,0.738,0.262
327,CBS News,Los Angeles to rename Rodeo Road after former President Barack Obama https://t.co/KfUZn0oIFp https://t.co/FMPoP8T19F,Thu Aug 30 08:18:04 +0000 2018,0.0,0.0,1.0,0.0
328,CBS News,Eddie Murphy to become a father for 10th time https://t.co/SQTmUSXqGK https://t.co/nmkODtskdR,Thu Aug 30 08:03:03 +0000 2018,0.0,0.0,1.0,0.0
329,CBS News,Guatemalan mom to sue U.S. after baby treated at ICE facility dies weeks later https://t.co/XPt9DOnra3 https://t.co/3g1rV2xbcw,Thu Aug 30 07:48:02 +0000 2018,0.0,0.0,1.0,0.0
330,CBS News,"If you're going to track your teen's location, here's how to approach it https://t.co/pRB2ucNh02 https://t.co/5mRb5TlDOj",Thu Aug 30 07:33:03 +0000 2018,0.0,0.0,1.0,0.0
331,CBS News,U.S. Open accused of sexism after Alizé Cornet penalized for taking off her shirt while male players sit shirtless… https://t.co/Nx2b81Usfh,Thu Aug 30 07:18:04 +0000 2018,-0.296,0.0,0.896,0.104
332,CBS News,Officials detonate unexploded mine floating in Puget Sound https://t.co/8wV0duKcK0,Thu Aug 30 07:03:03 +0000 2018,0.0,0.0,1.0,0.0
333,CBS News,"Elon Musk repeats ""pedophile"" accusations against man who's getting ready to sue him https://t.co/zNio0uQJjx https://t.co/lUKY1ImdTY",Thu Aug 30 06:48:03 +0000 2018,0.0516,0.14,0.73,0.129
334,CBS News,"Andrew Gillum celebrates ""incredible feat"" of clinching Democratic nomination for Florida governor… https://t.co/gFsEJ853V7",Thu Aug 30 06:33:03 +0000 2018,0.5719,0.236,0.764,0.0
335,CBS News,John McCain's Vietnam cellmate describes reaction to candidate Trump's POW comments https://t.co/6HM0rDEQ2H https://t.co/gSagtUVGqx,Thu Aug 30 06:18:03 +0000 2018,0.0,0.0,1.0,0.0
336,CBS News,Professor charged after wife's body found in suitcase in office https://t.co/Z92LlMZMKe https://t.co/Q4YNRFAy7V,Thu Aug 30 06:03:04 +0000 2018,-0.2023,0.0,0.859,0.141
337,CBS News,"Amazon calls out Bernie Sanders for ""misleading accusations"" https://t.co/l8wB3X130Q https://t.co/5ODI5Y1pps",Thu Aug 30 05:48:03 +0000 2018,-0.5106,0.124,0.511,0.365
338,CBS News,Trump overstates his job performance ratings: Fact Check https://t.co/L342SQJ9IM https://t.co/KJLe3H6Dyl,Thu Aug 30 05:33:03 +0000 2018,0.0,0.0,1.0,0.0
339,CBS News,"No evidence Clinton server was compromised, FBI says https://t.co/5ACloWlwNN https://t.co/wT3rsSGGkq",Thu Aug 30 05:18:03 +0000 2018,-0.296,0.0,0.804,0.196
340,CNN,"RT @NewDay: ""He went up and told his sister that the other kids told him to kill himself,"" says Leia Pierce, the mother of a 9-year-old boy…",Thu Aug 30 12:13:30 +0000 2018,-0.6908,0.0,0.842,0.158
341,CNN,A New Zealand village wants to ban cats to protect native wild animals https://t.co/cejMXOTMbt,Thu Aug 30 11:58:15 +0000 2018,-0.25,0.151,0.64,0.209
342,CNN,A 35-year-old sergeant first class in the US Army pleaded guilty in federal court to four counts of attempting to p… https://t.co/Wgp6cJ83Zs,Thu Aug 30 11:40:06 +0000 2018,-0.4215,0.0,0.877,0.123
343,CNN,A Connecticut man was sentenced to eight months in prison Wednesday for his role in a phishing scheme that exposed… https://t.co/Efq8xOIcpF,Thu Aug 30 11:35:05 +0000 2018,-0.5267,0.0,0.794,0.206
344,CNN,'Fake meat' is at the center of a food fight in Missouri https://t.co/IGeUi7vkQn https://t.co/H5x6fjBVJK,Thu Aug 30 11:30:03 +0000 2018,-0.6908,0.0,0.659,0.341
345,CNN,"Nearly a quarter of 14-year-old girls in the UK have self-harmed, with many facing overwhelming pressures over look… https://t.co/1mxPiZ7CUi",Thu Aug 30 11:25:31 +0000 2018,-0.3182,0.0,0.881,0.119
346,CNN,"RT @NewDay: Anthony Scaramucci on the White House's response to the death of Sen. John McCain: ""I'm not surprised by it, but I'm disappoint…",Thu Aug 30 11:18:58 +0000 2018,-0.4182,0.0,0.853,0.147
347,CNN,"5 things for Thursday:

- White House
- Syria
- Duck boat tragedy
- China
- Uber

https://t.co/LRT087nX0b https://t.co/jhWnz22R3W",Thu Aug 30 11:00:19 +0000 2018,-0.6597,0.0,0.732,0.268
348,CNN,"An Uber driver in Florida stood his ground and killed a man who threatened to shoot him, according to the sheriff.… https://t.co/QCpa5ODwU9",Thu Aug 30 10:50:14 +0000 2018,-0.872,0.0,0.645,0.355
349,CNN,"Who is Richard Russell, whose Senate building may be renamed after John McCain? | Analysis by @CillizzaCNN… https://t.co/uZd1HlMqWE",Thu Aug 30 10:37:56 +0000 2018,0.0,0.0,1.0,0.0
350,CNN,Home surveillance cameras are helping police crack down on crimes https://t.co/lIeZslJFxW https://t.co/YFXKnJPSuV,Thu Aug 30 10:23:26 +0000 2018,0.296,0.167,0.833,0.0
351,CNN,A New Zealand village wants to ban cats to protect native wild animals https://t.co/DDUC904GgE,Thu Aug 30 10:08:07 +0000 2018,-0.25,0.151,0.64,0.209
352,CNN,The key to justice for the Rohingya could be their mobile phones -- many of which contain footage that could serve… https://t.co/T8XyI14CAk,Thu Aug 30 09:48:41 +0000 2018,0.5267,0.139,0.861,0.0
353,CNN,Prince Harry burst into song at a performance of Hamilton last night https://t.co/J0yCNEEGpE https://t.co/IRMRfNr8KN,Thu Aug 30 09:47:00 +0000 2018,0.0,0.0,1.0,0.0
354,CNN,Putin's popularity in Russia is not bulletproof | Analysis by @nohodge in Moscow https://t.co/O2kxu9Zwux https://t.co/x82FsxDpWK,Thu Aug 30 09:37:24 +0000 2018,0.4767,0.193,0.807,0.0
355,CNN,Prince Harry stole the show at hit musical Hamilton as he burst into song https://t.co/KQxf9NQssT https://t.co/wE25PmerY2,Thu Aug 30 09:26:18 +0000 2018,0.0,0.0,1.0,0.0
356,CNN,"President Bashar al-Assad once dismissed leaked photographs of thousands of dead inmates as ""fake."" Now Syria is re… https://t.co/KHpqNq3CCK",Thu Aug 30 09:20:04 +0000 2018,-0.765,0.0,0.72,0.28
357,CNN,"RT @cnni: Korean pop group BTS beat Taylor Swift's record for biggest YouTube debut with the music video for its song ""Idol"" https://t.co/i…",Thu Aug 30 09:14:36 +0000 2018,0.0,0.0,1.0,0.0
358,CNN,The calls for one of the world's most powerful Catholics to resign are increasingly coming from Catholics who play… https://t.co/COqd80CK51,Thu Aug 30 09:10:43 +0000 2018,0.1761,0.132,0.766,0.102
359,CNN,"NATO should rename its headquarters after John McCain, a man who who understood that the United States does not --… https://t.co/Z8GkeFeVQY",Thu Aug 30 08:59:42 +0000 2018,0.4215,0.128,0.872,0.0
360,Fox News,"Andrew Cuomo, Cynthia Nixon accuse each other of lying, corruption in heated primary debate https://t.co/jfDzafmKLL",Thu Aug 30 13:00:01 +0000 2018,-0.6369,0.0,0.714,0.286
361,Fox News,.@michellemalkin: “ICE agents are patriots. They put their lives on the line for us every single day across this co… https://t.co/mP5MTZ8IZR,Thu Aug 30 12:52:00 +0000 2018,0.0,0.0,1.0,0.0
362,Fox News,"Neil Young, Daryl Hannah marry in top-secret wedding https://t.co/Jb9B6VSsv4",Thu Aug 30 12:45:00 +0000 2018,0.0,0.0,1.0,0.0
363,Fox News,PETA wants Maine officials to build gravestone in memory of lobsters who died in truck crash https://t.co/OcDeFyoM9q,Thu Aug 30 12:40:00 +0000 2018,-0.7906,0.0,0.636,0.364
364,Fox News,RT @FoxBusiness: 2Q GDP second reading: https://t.co/fYWAwpx7gl,Thu Aug 30 12:38:17 +0000 2018,0.0,0.0,1.0,0.0
365,Fox News,RT @FoxBusiness: Memory chip maker Micron announces $3B expansion in Virginia https://t.co/aALGLx6LSQ https://t.co/40OomtXjhx,Thu Aug 30 12:30:02 +0000 2018,0.0,0.0,1.0,0.0
366,Fox News,Marines 3D-print concrete barracks in just 40 hours https://t.co/eUoYV7wVgZ,Thu Aug 30 12:30:00 +0000 2018,0.0,0.0,1.0,0.0
367,Fox News,"Albert Cabreira, a 50-year-old school teacher, salutes outside the Arizona Capitol Museum where the body of Sen. Jo… https://t.co/ftqi0Yj8at",Thu Aug 30 12:12:44 +0000 2018,0.0,0.0,1.0,0.0
368,Fox News,John McCain's funeral events: Everything you need to know https://t.co/nAPLsXfkjS https://t.co/v22EsM1Z6j,Thu Aug 30 12:05:00 +0000 2018,-0.3612,0.0,0.8,0.2
369,Fox News,Tom Homan: “There’s no true border security without interior enforcement.” @foxandfriends https://t.co/EyD5a3WwYG,Thu Aug 30 12:00:01 +0000 2018,0.4588,0.317,0.549,0.134
370,Fox News,"RT @FoxBusiness: Gas prices to drop this fall, here’s how much
https://t.co/NC5mWSzhsX",Thu Aug 30 11:59:20 +0000 2018,-0.2732,0.0,0.84,0.16
371,Fox News,OPINION: Rep. Marshall: Ocasio-Cortez’s message should be welcomed by the GOP for these reasons https://t.co/f3ibMbaTuX,Thu Aug 30 11:45:00 +0000 2018,0.34,0.146,0.854,0.0
372,Fox News,Pardoned security guard becomes Maryland deputy @foxandfriends https://t.co/jRoqxq7Bb1,Thu Aug 30 11:39:29 +0000 2018,0.5106,0.417,0.583,0.0
373,Fox News,.@USArmy robot can get itself up after it falls down https://t.co/FtUIfpJN1z,Thu Aug 30 11:30:00 +0000 2018,0.0,0.0,1.0,0.0
374,Fox News,California Senate votes to raise age for buying long guns to 21 https://t.co/e1VIDzaVEg @FoxFriendsFirst https://t.co/soSKOn3yNr,Thu Aug 30 11:25:00 +0000 2018,0.0,0.0,1.0,0.0
375,Fox News,.@US_FDA aiming to lower drug costs; @Garrett_FoxNews reports @FoxFriendsFirst https://t.co/uT2jPIkVw6,Thu Aug 30 11:15:00 +0000 2018,-0.296,0.0,0.804,0.196
376,Fox News,"Gun control steps hurt Dick's Sporting sales, shares slip https://t.co/7Lib50Vucl (via @FoxBusiness) https://t.co/DhzEXrdXYu",Thu Aug 30 11:10:00 +0000 2018,-0.5574,0.122,0.556,0.322
377,Fox News,"OPINION: @newtgingrich: Trump keeps racking up the victories, despite liberal media's desperate efforts https://t.co/GY3y7gZ3EP",Thu Aug 30 11:05:00 +0000 2018,0.2411,0.131,0.869,0.0
378,Fox News,Philadelphia Wendy’s drive-thru worker attacked by wrench-wielding man in Batman shirt https://t.co/pa22zuPDqm,Thu Aug 30 10:50:00 +0000 2018,-0.4588,0.0,0.786,0.214
379,Fox News,John McCain's funeral events: Everything you need to know https://t.co/oNg0zxhG9U,Thu Aug 30 10:45:00 +0000 2018,-0.3612,0.0,0.783,0.217
380,The New York Times,The USTA had issued a new statement regarding changing clothes. “All players can change their shirts when sitting i… https://t.co/mlPJtylqbx,Thu Aug 30 08:15:03 +0000 2018,0.0,0.0,1.0,0.0
381,The New York Times,Fear not — there are books and consultants to help you figure out if you even want a child https://t.co/f2UcmAN09f,Thu Aug 30 08:00:10 +0000 2018,-0.0516,0.18,0.676,0.144
382,The New York Times,"French fishermen tossed what appeared to be smoke bombs at their rivals, and the British called on the Royal Navy f… https://t.co/FbCsfboJOr",Thu Aug 30 07:45:05 +0000 2018,0.0,0.0,1.0,0.0
383,The New York Times,The riverfront beach was supposed to be a summertime gift but has become yet another lightning rod for Romans to ve… https://t.co/y0y5RHG56k,Thu Aug 30 07:30:06 +0000 2018,0.2382,0.089,0.911,0.0
384,The New York Times,"President Trump said China was shipping “money, fuel,  fertilizer and various other commodities” to North Korea. “T… https://t.co/uI1SfyQsw7",Thu Aug 30 07:15:07 +0000 2018,0.0,0.0,1.0,0.0
385,The New York Times,John McCain will be honored in a series of memorial services this week. Here are vignettes of the ceremony and sent… https://t.co/vELf6JmtHx,Thu Aug 30 07:00:14 +0000 2018,0.5859,0.16,0.84,0.0
386,The New York Times,How good is the camera on NASA's New Horizons spacecraft? It took a picture of a space rock less than 20 miles wide… https://t.co/TTltf0hPTS,Thu Aug 30 06:45:04 +0000 2018,0.4404,0.121,0.879,0.0
387,The New York Times,"For years, Venus-Serena matches have been one of the most tantalizing fixtures in sports https://t.co/BXMovYZKh4",Thu Aug 30 06:30:10 +0000 2018,0.0,0.0,1.0,0.0
388,The New York Times,"Lindsay Kemp, a British dancer and mime who taught David Bowie and Kate Bush how to move, has died at age 80 https://t.co/0dv9a4I7Li",Thu Aug 30 06:15:05 +0000 2018,-0.5574,0.0,0.854,0.146
389,The New York Times,Fallout from the trade war between the U.S. and China has prompted Michael Bloomberg to relocate a conference of gl… https://t.co/j68WYFjZSL,Thu Aug 30 06:00:14 +0000 2018,-0.5994,0.0,0.83,0.17
390,The New York Times,"His name is Larry, and he is one of “Australia’s Big Things,” the very literal name for oversize objects sprinkled… https://t.co/IiUNoabivS",Thu Aug 30 05:45:07 +0000 2018,0.0,0.0,1.0,0.0
391,The New York Times,"Gov. Andrew M. Cuomo said that, if re-elected, he would finish a full third term as New York’s governor — or die tr… https://t.co/UQaraUJqIh",Thu Aug 30 05:30:02 +0000 2018,-0.5994,0.0,0.843,0.157
392,The New York Times,"It was the next line on the posters, in smaller type, that alarmed medical professionals https://t.co/dBIPJdNppy",Thu Aug 30 05:15:07 +0000 2018,-0.34,0.0,0.862,0.138
393,The New York Times,"RT @nytimesbusiness: For the film critic A.O. Scott, tech has changed just a few things in the movie-reviewing business. But he still goes…",Thu Aug 30 05:02:04 +0000 2018,-0.2732,0.0,0.909,0.091
394,The New York Times,"In a tweet replying to Trump, CNN wrote: “Make no mistake, Mr. President, CNN does not lie. We report the news. And… https://t.co/1XcIeLd2Kb",Thu Aug 30 04:47:03 +0000 2018,-0.5574,0.0,0.813,0.187
395,The New York Times,Andrew Cuomo has seemingly sought to make the New York governor race less about Cynthia Nixon and more about Presid… https://t.co/ks837nMpf3,Thu Aug 30 04:39:03 +0000 2018,0.0,0.0,1.0,0.0
396,The New York Times,The Australian government said it would not grant a visa to Chelsea Manning because she failed a character test req… https://t.co/3FZ8TwfjkT,Thu Aug 30 04:32:07 +0000 2018,-0.6608,0.0,0.759,0.241
397,The New York Times,"RT @NYTNational: ⚡️ “""An American Hero"": Arizonans Flock to Phoenix to Mourn John McCain”

https://t.co/ATg1igEbjD",Thu Aug 30 04:17:00 +0000 2018,-0.4215,0.0,0.833,0.167
398,The New York Times,"The Red Delicious apple is on track to be ousted this year by a sweet, juicy, young upstart: the Gala https://t.co/7MYmsTvn1F",Thu Aug 30 04:03:37 +0000 2018,0.7717,0.271,0.729,0.0
399,The New York Times,"Review: Ariana Grande won’t let sorrow take over her pop-star narrative. On ""Sweetener,"" she has constructed a pers… https://t.co/lBXHOS2hNB",Thu Aug 30 03:47:03 +0000 2018,-0.5267,0.0,0.833,0.167
400,BBC News (World),RT @BBCBreaking: Charity worker Nazanin Zaghari-Ratcliffe taken to prison doctors in Iran after suffering panic attacks https://t.co/9mjFso…,Wed Aug 29 10:18:17 +0000 2018,-0.8689,0.102,0.438,0.46
401,BBC News (World),More on Vladimir Putin's pension announcement: https://t.co/HD21568zT3 https://t.co/wIPIrjxu6a,Wed Aug 29 09:55:58 +0000 2018,0.0,0.0,1.0,0.0
402,BBC News (World),"RT @BBCAfrica: Grace is a single mum and nightclub dancer who dreams of being a star. She's looking for a rich ""sponsor"" - AKA sugar daddy…",Wed Aug 29 09:50:39 +0000 2018,0.8442,0.324,0.676,0.0
403,BBC News (World),"RT @BBCBreaking: After facing protests and slumping approval ratings, Russian President Vladimir Putin softens reforms to pensions https://…",Wed Aug 29 09:33:52 +0000 2018,0.296,0.148,0.762,0.09
404,BBC News (World),"""I am not perfect. I make mistakes"" - Puerto Rico's Governor Ricardo Rossello on why it took so long to revise offi… https://t.co/DOQx1LaG7T",Wed Aug 29 09:33:47 +0000 2018,-0.2235,0.088,0.788,0.124
405,BBC News (World),Headless corpse found in fish tank at home of missing man https://t.co/GEdwXepOBp,Wed Aug 29 08:18:13 +0000 2018,-0.7096,0.0,0.629,0.371
406,BBC News (World),Trump warns of 'left-wing violence' if Democrats win mid-term elections https://t.co/nSNs3W5XGt,Wed Aug 29 07:58:57 +0000 2018,-0.1779,0.22,0.462,0.318
407,BBC News (World),Julia Banks: Exiting Australia MP decries 'bullying' of women https://t.co/W2dpQZa5Aj,Wed Aug 29 06:41:22 +0000 2018,0.0,0.0,1.0,0.0
408,BBC News (World),India activist arrests: Is this a political witch hunt? https://t.co/5yTs1lZObm,Wed Aug 29 05:58:34 +0000 2018,-0.6597,0.0,0.565,0.435
